Income.Group,Region,Country,Year,Urbanr,AgingPopr,FemLabr,Unemployr,GDPgr,GDPpcapr,FDIGDPr,FDIusdr,HDIr,LEIr,IncIr,EduIr,EPIr,EFIr,ESGcompr
High income,Europe & Central Asia,Romania,2001, 99.44 , 134.62 , 100.22 , 80.49 , 140.39 , 108.60 ," 11,169,188.45 "," 6,622.22 ", 102.00 , 102.62 , 99.30 , 103.96 , 108.33 , 116.55 , 106.99 
High income,Europe & Central Asia,Romania,2002, 99.25 , 138.46 , 98.49 , 98.78 , 144.15 , 126.13 ," 9,684,083.98 "," 6,366.67 ", 103.28 , 103.41 , 100.84 , 105.54 , 107.11 , 113.52 , 106.61 
High income,Europe & Central Asia,Romania,2003, 99.44 , 142.31 , 97.41 , 84.15 , 118.12 , 159.42 ," 12,439,364.20 "," 10,127.78 ", 104.42 , 104.07 , 101.12 , 108.07 , 105.19 , 117.95 , 107.66 
High income,Europe & Central Asia,Romania,2004, 99.62 , 145.19 , 97.20 , 93.90 , 180.72 , 207.95 ," 33,511,907.31 "," 35,505.56 ", 106.28 , 104.86 , 102.93 , 111.23 , 105.39 , 116.55 , 108.32 
High income,Europe & Central Asia,Romania,2005, 100.00 , 146.15 , 96.55 , 87.80 , 136.14 , 274.76 ," 25,740,034.75 "," 34,368.10 ", 107.70 , 105.51 , 104.33 , 113.29 , 103.53 , 121.45 , 109.61 
High income,Europe & Central Asia,Romania,2006, 100.19 , 148.08 , 96.77 , 89.02 , 162.15 , 342.56 ," 35,174,348.90 "," 58,461.23 ", 109.27 , 106.17 , 106.01 , 115.98 , 100.33 , 135.66 , 112.83 
High income,Europe & Central Asia,Romania,2007, 100.38 , 149.04 , 96.55 , 78.05 , 156.00 , 497.42 ," 22,566,314.02 "," 52,527.88 ", 111.27 , 106.96 , 107.68 , 119.62 , 95.93 , 142.66 , 114.23 
High income,Europe & Central Asia,Romania,2008, 100.75 , 149.04 , 95.69 , 70.73 , 172.05 , 620.87 ," 24,869,301.20 "," 74,293.45 ", 113.41 , 107.61 , 110.06 , 122.94 , 101.91 , 143.82 , 117.12 
High income,Europe & Central Asia,Romania,2009, 100.94 , 150.00 , 95.47 , 84.15 , (42.71), 508.60 ," 10,387,409.01 "," 25,789.75 ", 113.84 , 108.40 , 109.36 , 124.37 , 106.79 , 147.32 , 119.47 
High income,Europe & Central Asia,Romania,2010, 101.13 , 150.96 , 94.40 , 85.37 , (30.20), 488.48 ," 7,539,240.47 "," 16,645.21 ", 113.69 , 109.19 , 108.66 , 123.89 , 112.85 , 149.65 , 121.59 
High income,Europe & Central Asia,Romania,2011, 101.50 , 151.92 , 95.47 , 87.80 , 115.54 , 541.74 ," 5,038,237.53 "," 12,951.49 ", 113.84 , 109.84 , 109.08 , 122.94 , 117.22 , 150.82 , 123.07 
High income,Europe & Central Asia,Romania,2012, 101.50 , 153.85 , 94.83 , 82.93 , 116.08 , 507.83 ," 6,941,819.88 "," 18,183.43 ", 113.55 , 110.50 , 109.64 , 120.73 , 123.10 , 150.12 , 124.37 
High income,Europe & Central Asia,Romania,2013, 101.32 , 156.73 , 94.40 , 86.59 , 127.21 , 568.53 ," 7,872,279.08 "," 21,851.93 ", 114.12 , 111.15 , 110.34 , 121.36 , 129.05 , 151.75 , 126.67 
High income,Europe & Central Asia,Romania,2014, 101.32 , 159.62 , 94.18 , 82.93 , 126.40 , 596.59 ," 7,558,158.21 "," 20,099.95 ", 114.55 , 111.55 , 111.31 , 121.04 , 133.37 , 152.68 , 128.24 
High income,Europe & Central Asia,Romania,2015, 101.32 , 163.46 , 92.67 , 82.93 , 129.97 , 534.15 ," 9,464,761.05 ",  NA  , 114.98 , 111.94 , 112.01 , 121.36 , 134.17 , 155.24 , 129.28 
High income,Europe & Central Asia,Romania,2016, 101.32 , 167.31 , 92.46 , 71.95 , 137.16 , 569.23 ," 12,934,141.12 "," 27,857.06 ", 115.26 , 112.34 , 112.99 , 120.57 , 132.47 , 152.91 , 128.41 
High income,Europe & Central Asia,Romania,2017, 101.32 , 172.12 , 93.32 , 59.76 , 155.05 , 643.05 ," 10,965,585.05 "," 31,025.43 ", 115.98 , 112.60 , 114.53 , 120.57 , 128.73 , 162.47 , 129.91 
High income,Europe & Central Asia,Romania,2018, 101.50 , 175.96 , 92.89 , 51.22 , 134.35 , 738.30 ," 11,851,553.03 "," 32,545.11 ", 116.41 , 112.86 , 115.50 , 120.57 , 128.92 , 161.77 , 130.01 
High income,Europe & Central Asia,Romania,2019, 101.69 , 180.77 , 92.67 , 48.78 , 131.58 , 768.70 ," 10,776,726.65 "," 33,125.68 ",  NA  ,  NA  ,  NA  ,  NA  , 129.20 , 159.91 ,  NA  
Upper middle income,Europe & Central Asia,Russia,1990, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
Upper middle income,Europe & Central Asia,Russia,1991, 100.00 , 102.91 , 99.79 , 100.00 , (168.23), 99.94 , 100.00 , 100.00 , 99.32 , 99.05 , 99.01 , 100.15 , 100.00 , 100.00 , 99.68 
Upper middle income,Europe & Central Asia,Russia,1992, 100.00 , 107.77 , 99.38 , 101.96 , (484.37), 88.72 , 100.00 , 100.00 , 97.96 , 97.97 , 95.91 , 99.85 , 100.00 , 100.00 , 98.89 
Upper middle income,Europe & Central Asia,Russia,1993, 100.00 , 111.65 , 98.75 , 115.69 , (288.95), 83.91 , 110.33 , 100.00 , 96.87 , 97.02 , 94.18 , 99.25 , 100.00 , 100.00 , 98.32 
Upper middle income,Europe & Central Asia,Russia,1994, 100.00 , 115.53 , 98.34 , 158.82 , (418.99), 76.22 , 69.20 , 100.00 , 95.64 , 96.35 , 91.82 , 98.94 , 100.00 , 100.00 , 97.73 
Upper middle income,Europe & Central Asia,Russia,1995, 100.00 , 117.48 , 98.34 , 184.31 , (138.12), 76.32 , 207.05 , 385.62 , 95.50 , 95.81 , 90.95 , 99.85 , 100.00 , 100.00 , 97.61 
Upper middle income,Europe & Central Asia,Russia,1996, 100.00 , 119.42 , 98.54 , 190.20 , (125.17), 75.70 , 261.05 , 437.53 , 95.64 , 95.40 , 90.21 , 101.66 , 101.34 , 100.98 , 98.25 
Upper middle income,Europe & Central Asia,Russia,1997, 100.00 , 120.39 , 98.96 , 231.37 , 146.66 , 78.38 , 476.29 , 443.94 , 95.91 , 94.99 , 90.33 , 102.87 , 103.12 , 95.11 , 97.27 
Upper middle income,Europe & Central Asia,Russia,1998, 100.00 , 119.42 , 99.17 , 260.78 , (176.67), 52.53 , 404.04 , 409.83 , 95.78 , 94.59 , 88.97 , 104.68 , 102.39 , 103.33 , 99.20 
Upper middle income,Europe & Central Asia,Russia,1999, 100.00 , 119.42 , 100.42 , 254.90 , 313.33 , 38.10 , 659.03 , 280.35 , 96.73 , 94.18 , 90.21 , 106.33 , 102.70 , 106.65 , 100.56 
Upper middle income,Europe & Central Asia,Russia,2000, 100.00 , 120.39 , 100.42 , 207.84 , 433.34 , 50.72 , 408.81 , (232.28), 98.23 , 93.91 , 92.32 , 109.20 , 104.03 , 101.37 , 100.26 
Upper middle income,Europe & Central Asia,Russia,2001, 99.86 , 123.30 , 100.62 , 176.47 , 270.00 , 60.14 , 368.18 , 80.90 , 99.05 , 93.64 , 93.56 , 110.86 , 107.53 , 97.46 , 100.50 
Upper middle income,Europe & Central Asia,Russia,2002, 99.86 , 127.18 , 101.46 , 154.90 , 256.67 , 68.07 , 398.66 , (115.54), 99.86 , 93.64 , 94.42 , 112.52 , 111.27 , 95.30 , 101.23 
Upper middle income,Europe & Central Asia,Russia,2003, 100.00 , 132.04 , 101.66 , 160.78 , 343.33 , 85.18 , 730.43 , (574.21), 100.82 , 93.91 , 95.66 , 114.18 , 109.87 , 99.41 , 102.49 
Upper middle income,Europe & Central Asia,Russia,2004, 100.00 , 133.98 , 101.87 , 152.94 , 340.00 , 117.46 ," 1,033.25 ", 428.15 , 101.63 , 94.45 , 97.15 , 114.63 , 107.11 , 103.33 , 103.30 
Upper middle income,Europe & Central Asia,Russia,2005, 100.14 , 133.98 , 102.29 , 139.22 , 313.33 , 152.42 , 804.74 , (726.41), 102.45 , 95.26 , 98.27 , 114.93 , 104.71 , 100.39 , 102.35 
Upper middle income,Europe & Central Asia,Russia,2006, 100.14 , 133.98 , 102.49 , 139.22 , 373.34 , 198.13 ," 1,505.64 "," 2,007.82 ", 103.41 , 96.21 , 99.75 , 115.23 , 101.95 , 102.54 , 102.74 
Upper middle income,Europe & Central Asia,Russia,2007, 100.27 , 133.01 , 102.29 , 117.65 , 383.33 , 260.58 ," 1,704.36 "," 2,924.58 ", 104.50 , 97.43 , 101.36 , 115.69 , 101.76 , 102.15 , 103.16 
Upper middle income,Europe & Central Asia,Russia,2008, 100.27 , 130.10 , 101.66 , 121.57 , 273.33 , 333.13 ," 1,785.14 "," 5,050.26 ", 105.45 , 98.78 , 102.23 , 116.14 , 102.89 , 97.46 , 102.65 
Upper middle income,Europe & Central Asia,Russia,2009, 100.27 , 128.16 , 101.87 , 162.75 , (260.00), 245.16 ," 1,186.26 "," (1,869.00)", 105.04 , 100.14 , 100.74 , 115.08 , 106.26 , 99.41 , 103.76 
Upper middle income,Europe & Central Asia,Russia,2010, 100.41 , 127.18 , 101.46 , 145.10 , 250.00 , 305.64 ," 1,122.31 "," (2,595.64)", 106.27 , 101.35 , 101.49 , 116.44 , 106.77 , 98.43 , 104.17 
Upper middle income,Europe & Central Asia,Russia,2011, 100.41 , 127.18 , 101.46 , 127.45 , 243.33 , 409.74 ," 1,067.41 "," (3,208.07)", 107.49 , 102.71 , 102.23 , 118.10 , 107.33 , 98.83 , 105.02 
Upper middle income,Europe & Central Asia,Russia,2012, 100.54 , 127.18 , 101.46 , 105.88 , 234.14 , 441.52 , 908.21 , 466.23 , 108.58 , 103.92 , 102.85 , 119.61 , 106.68 , 98.83 , 105.41 
Upper middle income,Europe & Central Asia,Russia,2013, 100.68 , 128.16 , 101.04 , 107.84 , 158.51 , 457.37 ," 1,197.07 "," (4,666.20)", 109.40 , 105.14 , 103.10 , 120.97 , 107.87 , 100.00 , 106.45 
Upper middle income,Europe & Central Asia,Russia,2014, 100.82 , 130.10 , 101.04 , 101.96 , 124.54 , 403.57 , 424.16 ," (9,358.01)", 109.95 , 106.22 , 102.97 , 121.57 , 109.32 , 101.57 , 107.45 
Upper middle income,Europe & Central Asia,Russia,2015, 100.95 , 132.04 , 100.62 , 109.80 , (65.76), 266.64 , 199.26 ," (4,123.27)", 110.76 , 107.17 , 102.60 , 123.83 , 111.60 , 101.96 , 108.53 
Upper middle income,Europe & Central Asia,Russia,2016, 101.09 , 134.95 , 100.83 , 109.80 , 106.46 , 249.23 ," 1,010.38 "," 2,700.63 ", 111.31 , 107.85 , 102.60 , 124.59 , 112.17 , 99.02 , 108.12 
Upper middle income,Europe & Central Asia,Russia,2017, 101.23 , 138.83 , 100.83 , 101.96 , 160.86 , 306.93 , 719.22 ," (2,265.77)", 111.99 , 108.53 , 102.97 , 125.49 , 112.65 , 111.74 , 111.88 
Upper middle income,Europe & Central Asia,Russia,2018, 101.36 , 142.72 , 101.04 , 94.12 , 184.54 , 325.56 , 208.61 ," (6,067.26)", 112.26 , 109.07 , 103.35 , 125.49 , 113.26 , 113.89 , 112.75 
Upper middle income,Europe & Central Asia,Russia,2019, 101.63 , 146.60 , 101.04 , 90.20 , 144.73 , 331.69 , 745.74 ," 2,654.95 ",  NA  ,  NA  ,  NA  ,  NA  , 113.91 , 115.26 ,  NA  
High income,Middle East & North Africa,Saudi Arabia,1990, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
High income,Middle East & North Africa,Saudi Arabia,1991, 100.78 , 100.00 , 98.18 , 100.00 , 98.78 , 108.79 , 7.65 , 8.60 , 101.15 , 100.93 , 101.52 , 101.23 , 100.00 , 100.00 , 100.58 
High income,Middle East & North Africa,Saudi Arabia,1992, 101.70 , 103.57 , 98.18 , 98.63 , 26.25 , 109.47 , (103.64), (104.24), 101.86 , 101.72 , 101.52 , 102.66 , 100.00 , 100.00 , 100.85 
High income,Middle East & North Africa,Saudi Arabia,1993, 102.09 , 103.57 , 101.82 , 95.89 , (108.98), 103.31 , 64.98 , 73.45 , 102.44 , 102.65 , 100.98 , 103.89 , 100.00 , 100.00 , 101.03 
High income,Middle East & North Africa,Saudi Arabia,1994, 102.35 , 103.57 , 104.55 , 95.89 , 3.68 , 102.42 , 16.33 , 18.77 , 103.01 , 103.44 , 100.43 , 105.32 , 100.00 , 100.00 , 101.20 
High income,Middle East & North Africa,Saudi Arabia,1995, 102.74 , 103.57 , 108.18 , 87.67 , 1.40 , 106.14 , (182.65), (200.72), 103.58 , 104.11 , 100.22 , 106.75 , 100.00 , 100.00 , 101.41 
High income,Middle East & North Africa,Saudi Arabia,1996, 103.00 , 103.57 , 113.64 , 80.82 , 17.36 , 115.04 , (144.91), (160.57), 104.30 , 104.77 , 100.00 , 108.18 , 100.69 , 100.00 , 101.77 
High income,Middle East & North Africa,Saudi Arabia,1997, 103.26 , 103.57 , 120.00 , 72.60 , 7.26 , 118.02 , 115.74 , 163.30 , 104.87 , 105.43 , 99.89 , 109.41 , 100.92 , 100.59 , 102.22 
High income,Middle East & North Africa,Saudi Arabia,1998, 103.66 , 107.14 , 125.45 , 64.38 , 19.04 , 102.39 , 184.43 , 230.13 , 105.59 , 106.09 , 100.22 , 110.84 , 100.98 , 101.46 , 102.84 
High income,Middle East & North Africa,Saudi Arabia,1999, 103.92 , 107.14 , 130.91 , 58.90 , (124.77), 110.52 , (130.44), (141.85), 105.87 , 106.62 , 99.35 , 112.27 , 100.94 , 95.90 , 101.07 
High income,Middle East & North Africa,Saudi Arabia,2000, 104.18 , 107.14 , 127.27 , 63.01 , 37.03 , 126.57 , (162.73), (201.06), 106.59 , 107.15 , 99.67 , 113.50 , 104.34 , 97.36 , 102.54 
High income,Middle East & North Africa,Saudi Arabia,2001, 104.57 , 107.14 , 125.45 , 63.01 , (107.97), 119.85 , 0.67 , 1.06 , 107.02 , 107.55 , 99.13 , 115.13 , 101.00 , 91.07 , 99.90 
High income,Middle East & North Africa,Saudi Arabia,2002, 104.83 , 107.14 , 124.55 , 72.60 , (118.56), 120.00 , (120.47), (132.99), 107.31 , 107.81 , 98.15 , 116.97 , 97.43 , 95.61 , 100.69 
High income,Middle East & North Africa,Saudi Arabia,2003, 105.09 , 107.14 , 127.27 , 76.71 , 73.99 , 132.62 , (117.18), (131.51), 108.31 , 108.08 , 99.35 , 118.61 , 93.31 , 92.53 , 99.27 
High income,Middle East & North Africa,Saudi Arabia,2004, 105.48 , 107.14 , 130.00 , 79.45 , 52.38 , 154.36 , (108.17), (117.96), 109.60 , 108.34 , 100.22 , 121.47 , 83.57 , 88.43 , 96.40 
High income,Middle East & North Africa,Saudi Arabia,2005, 105.74 , 107.14 , 132.73 , 83.56 , 36.69 , 190.33 , 232.76 , 668.72 , 110.46 , 108.48 , 100.65 , 123.52 , 80.27 , 92.24 , 97.28 
High income,Middle East & North Africa,Saudi Arabia,2006, 106.01 , 107.14 , 136.36 , 86.30 , 18.35 , 212.32 , 306.73 , 984.87 , 111.46 , 108.74 , 100.65 , 126.58 , 75.14 , 92.24 , 96.57 
High income,Middle East & North Africa,Saudi Arabia,2007, 106.27 , 107.14 , 133.64 , 78.08 , 12.16 , 227.94 , 369.47 ," 1,313.76 ", 112.32 , 109.01 , 100.65 , 129.65 , 76.11 , 89.17 , 96.12 
High income,Middle East & North Africa,Saudi Arabia,2008, 106.53 , 107.14 , 130.91 , 69.86 , 41.13 , 277.09 , 479.70 ," 1,931.85 ", 113.61 , 109.27 , 101.20 , 132.72 , 79.05 , 91.51 , 97.98 
High income,Middle East & North Africa,Saudi Arabia,2009, 106.92 , 107.14 , 128.18 , 73.97 , (113.55), 222.37 , 536.94 ," 1,841.71 ", 114.18 , 109.54 , 100.43 , 135.79 , 84.13 , 94.14 , 100.12 
High income,Middle East & North Africa,Saudi Arabia,2010, 107.18 , 107.14 , 134.55 , 76.71 , 33.17 , 265.84 , 349.75 ," 1,360.63 ", 116.05 , 109.93 , 100.65 , 141.31 , 84.35 , 93.85 , 100.75 
High income,Middle East & North Africa,Saudi Arabia,2011, 107.44 , 107.14 , 140.91 , 79.45 , 65.80 , 327.71 , 153.54 , 691.89 , 118.05 , 110.20 , 101.74 , 147.03 , 88.05 , 96.93 , 103.39 
High income,Middle East & North Africa,Saudi Arabia,2012, 107.70 , 103.57 , 142.73 , 75.34 , 35.62 , 348.38 , 104.61 , 418.02 , 119.91 , 110.60 , 102.17 , 152.76 , 89.98 , 91.51 , 102.76 
High income,Middle East & North Africa,Saudi Arabia,2013, 107.96 , 103.57 , 140.00 , 76.71 , 17.77 , 342.87 , 75.03 , 210.68 , 121.20 , 110.86 , 102.07 , 157.46 , 92.89 , 88.73 , 102.97 
High income,Middle East & North Africa,Saudi Arabia,2014, 108.36 , 107.14 , 140.91 , 78.08 , 24.04 , 337.62 , 66.94 , 140.53 , 122.21 , 111.13 , 102.28 , 160.94 , 92.88 , 91.07 , 104.19 
High income,Middle East & North Africa,Saudi Arabia,2015, 108.62 , 107.14 , 148.18 , 76.71 , 27.03 , 284.68 , 78.64 , 147.80 , 122.78 , 111.39 , 102.50 , 162.37 , 93.17 , 90.92 , 104.44 
High income,Middle East & North Africa,Saudi Arabia,2016, 108.88 , 110.71 , 152.73 , 78.08 , 11.00 , 274.35 , 73.03 , (179.71), 122.78 , 111.52 , 102.39 , 162.37 , 92.89 , 90.92 , 104.38 
High income,Middle East & North Africa,Saudi Arabia,2017, 109.14 , 114.29 , 148.18 , 80.82 , (104.88), 287.11 , 13.02 , (414.87), 122.64 , 111.79 , 101.85 , 162.37 , 96.08 , 94.29 , 106.09 
High income,Middle East & North Africa,Saudi Arabia,2018, 109.40 , 117.86 , 144.55 , 82.19 , 16.02 , 322.09 , 34.13 , (906.15), 122.78 , 112.05 , 101.85 , 162.37 , 96.83 , 87.26 , 103.98 
High income,Middle East & North Africa,Saudi Arabia,2019, 109.79 , 121.43 , 143.64 , 80.82 , 2.18 , 319.35 , 36.36 , (592.76),  NA  ,  NA  ,  NA  ,  NA  , 97.57 , 88.87 ,  NA  
Lower middle income,Sub-Saharan Africa,Senegal,1990, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
Lower middle income,Sub-Saharan Africa,Senegal,1991, 100.26 , 100.00 , 100.32 , 100.00 , 478.28 , 95.36 , (113.51), 17.45 , 100.00 , 100.70 , 99.79 , 100.00 , 100.00 , 100.00 , 100.09 
Lower middle income,Sub-Saharan Africa,Senegal,1992, 100.77 , 100.00 , 100.96 , 101.85 , 283.92 , 98.94 , 35.78 , (145.09), 100.27 , 100.87 , 99.58 , 100.51 , 100.00 , 100.00 , 100.12 
Lower middle income,Sub-Saharan Africa,Senegal,1993, 101.03 , 103.33 , 101.28 , 103.70 , 292.53 , 90.88 , (101.44), (101.70), 100.00 , 100.87 , 98.73 , 101.01 , 100.00 , 100.00 , 100.03 
Lower middle income,Sub-Saharan Africa,Senegal,1994, 101.54 , 103.33 , 101.92 , 103.70 , (2.56), 60.33 , 173.31 , 74.47 , 100.00 , 100.87 , 97.88 , 101.52 , 100.00 , 100.00 , 99.94 
Lower middle income,Sub-Saharan Africa,Senegal,1995, 101.80 , 103.33 , 102.88 , 103.70 , 893.84 , 73.91 , 65.23 , 52.68 , 100.27 , 100.52 , 98.73 , 102.02 , 100.00 , 100.00 , 100.03 
Lower middle income,Sub-Saharan Africa,Senegal,1996, 102.06 , 103.33 , 103.85 , 103.70 , 397.81 , 74.83 , 27.68 , 10.18 , 100.53 , 100.52 , 98.94 , 102.53 , 99.62 , 100.00 , 99.99 
Lower middle income,Sub-Saharan Africa,Senegal,1997, 102.57 , 106.67 , 104.81 , 103.70 , 562.38 , 67.37 , 384.52 , 266.23 , 100.80 , 100.35 , 99.15 , 103.03 , 99.62 , 99.83 , 99.95 
Lower middle income,Sub-Saharan Africa,Senegal,1998, 102.83 , 106.67 , 105.77 , 103.70 , 973.05 , 70.85 , 142.03 , 90.78 , 101.59 , 100.52 , 100.42 , 104.04 , 99.63 , 102.58 , 101.27 
Lower middle income,Sub-Saharan Africa,Senegal,1999, 103.34 , 106.67 , 107.05 , 103.70 ," 1,039.43 ", 70.78 , 315.83 , 214.08 , 102.12 , 100.87 , 101.49 , 105.05 , 99.76 , 104.12 , 102.15 
Lower middle income,Sub-Saharan Africa,Senegal,2000, 103.60 , 106.67 , 108.33 , 103.70 , 573.48 , 62.88 , 175.31 , 93.98 , 103.45 , 101.57 , 101.70 , 107.58 , 98.98 , 101.20 , 101.13 
Lower middle income,Sub-Saharan Africa,Senegal,2001, 104.11 , 106.67 , 108.97 , 103.70 , 778.01 , 63.99 , 92.87 , 58.72 , 107.69 , 102.62 , 102.34 , 118.69 , 96.67 , 100.86 , 101.30 
Lower middle income,Sub-Saharan Africa,Senegal,2002, 104.37 , 106.67 , 109.94 , 105.56 , 196.92 , 68.29 , 155.78 , 66.59 , 108.75 , 104.02 , 101.70 , 122.22 , 94.24 , 100.69 , 100.96 
Lower middle income,Sub-Saharan Africa,Senegal,2003, 105.14 , 106.67 , 110.58 , 124.07 ," 1,089.17 ", 85.66 , 126.72 , 75.18 , 110.88 , 105.59 , 103.18 , 125.76 , 94.37 , 99.83 , 101.34 
Lower middle income,Sub-Saharan Africa,Senegal,2004, 106.17 , 106.67 , 111.54 , 144.44 , 968.92 , 97.81 , 172.13 , 96.44 , 113.00 , 107.34 , 104.25 , 129.80 , 90.61 , 101.20 , 101.56 
Lower middle income,Sub-Saharan Africa,Senegal,2005, 107.20 , 106.67 , 112.18 , 164.81 , 932.19 , 103.37 , 193.81 , 78.76 , 115.12 , 109.27 , 105.31 , 133.33 , 88.85 , 99.48 , 101.12 
Lower middle income,Sub-Saharan Africa,Senegal,2006, 108.23 , 106.67 , 112.82 , 185.19 , 464.33 , 108.25 , 311.19 , 316.99 , 116.45 , 111.19 , 105.31 , 135.35 , 89.40 , 96.56 , 100.59 
Lower middle income,Sub-Saharan Africa,Senegal,2007, 109.25 , 106.67 , 114.42 , 183.33 , 830.94 , 127.12 , 312.95 , 411.02 , 118.83 , 113.29 , 105.94 , 140.40 , 93.12 , 99.83 , 103.52 
Lower middle income,Sub-Saharan Africa,Senegal,2008, 110.28 , 106.67 , 116.03 , 181.48 , 700.38 , 146.84 , 342.02 , 410.08 , 121.49 , 115.38 , 106.37 , 146.46 , 96.40 , 100.17 , 105.25 
Lower middle income,Sub-Saharan Africa,Senegal,2009, 111.57 , 106.67 , 117.63 , 188.89 , 409.71 , 136.99 , 259.51 , 367.07 , 122.55 , 117.31 , 105.94 , 148.48 , 100.65 , 96.74 , 105.41 
Lower middle income,Sub-Saharan Africa,Senegal,2010, 112.60 , 106.67 , 119.55 , 190.74 , 627.32 , 133.14 , 213.25 , 397.53 , 124.14 , 119.06 , 106.37 , 152.02 , 95.66 , 93.81 , 103.57 
Lower middle income,Sub-Saharan Africa,Senegal,2011, 113.62 , 103.33 , 121.47 , 192.59 , 315.85 , 142.84 , 240.64 , 438.18 , 127.06 , 120.80 , 105.73 , 161.62 , 88.70 , 95.70 , 103.25 
Lower middle income,Sub-Saharan Africa,Senegal,2012, 114.65 , 103.33 , 123.08 , 174.07 , 857.42 , 138.31 , 197.08 , 331.37 , 129.71 , 122.20 , 106.37 , 168.18 , 87.38 , 95.19 , 103.41 
Lower middle income,Sub-Saharan Africa,Senegal,2013, 115.68 , 103.33 , 125.00 , 157.41 , 517.69 , 143.11 , 208.84 , 418.46 , 131.03 , 123.60 , 106.37 , 171.72 , 85.62 , 95.36 , 103.46 
Lower middle income,Sub-Saharan Africa,Senegal,2014, 116.71 , 103.33 , 126.92 , 140.74 ," 1,078.85 ", 145.25 , 259.01 , 565.36 , 132.89 , 124.65 , 107.43 , 175.76 , 83.46 , 95.19 , 103.39 
Lower middle income,Sub-Saharan Africa,Senegal,2015, 117.99 , 103.33 , 128.85 , 125.93 ," 1,042.37 ", 126.80 , 292.82 , 568.61 , 133.69 , 125.70 , 108.28 , 176.26 , 81.54 , 99.31 , 104.79 
Lower middle income,Sub-Saharan Africa,Senegal,2016, 119.02 , 103.33 , 128.85 , 124.07 ," 1,040.75 ", 132.06 , 315.61 , 374.08 , 134.22 , 126.57 , 109.34 , 175.76 , 81.91 , 99.83 , 105.35 
Lower middle income,Sub-Saharan Africa,Senegal,2017, 120.05 , 103.33 , 129.17 , 122.22 ," 1,196.37 ", 141.61 , 356.41 , 761.37 , 135.28 , 127.45 , 110.62 , 176.26 , 84.17 , 96.05 , 104.84 
Lower middle income,Sub-Saharan Africa,Senegal,2018, 121.34 , 103.33 , 129.49 , 120.37 ," 1,044.23 ", 152.42 , 464.15 ," 1,196.57 ", 136.34 , 128.15 , 111.68 , 177.78 , 84.68 , 95.70 , 105.18 
Lower middle income,Sub-Saharan Africa,Senegal,2019, 122.62 , 103.33 , 129.49 , 122.22 , 880.18 , 150.46 , 530.52 ,  NA  ,  NA  ,  NA  ,  NA  ,  NA  , 85.10 , 96.74 ,  NA  
High income,Europe & Central Asia,Slovenia,1990, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
High income,Europe & Central Asia,Slovenia,1991, 100.20 , 103.77 , 99.78 , 100.00 , (100.00), 72.84 , 100.00 , 100.00 , 98.07 , 100.37 , 93.50 , 100.43 , 100.00 , 100.00 , 98.82 
High income,Europe & Central Asia,Slovenia,1992, 100.20 , 106.60 , 100.00 , 111.27 , (61.39), 72.05 , 100.00 , 100.00 , 92.52 , 100.85 , 77.00 , 101.87 , 100.00 , 100.00 , 95.79 
High income,Europe & Central Asia,Slovenia,1993, 100.40 , 109.43 , 100.00 , 119.72 , 131.95 , 73.09 , 100.23 , 98.67 , 91.56 , 101.22 , 74.60 , 101.72 , 100.00 , 100.00 , 95.35 
High income,Europe & Central Asia,Slovenia,1994, 100.40 , 113.21 , 100.00 , 115.49 , 159.86 , 83.06 , 91.68 , 115.07 , 91.92 , 101.83 , 74.30 , 102.59 , 100.00 , 100.00 , 95.51 
High income,Europe & Central Asia,Slovenia,1995, 100.40 , 116.04 , 100.00 , 101.41 , 146.15 , 117.82 , 83.14 , 142.20 , 94.33 , 102.32 , 78.90 , 104.02 , 100.00 , 100.00 , 96.71 
High income,Europe & Central Asia,Slovenia,1996, 100.40 , 119.81 , 99.78 , 97.18 , 135.99 , 118.75 , 95.10 , 147.25 , 95.05 , 102.93 , 79.40 , 105.17 , 100.11 , 100.00 , 97.10 
High income,Europe & Central Asia,Slovenia,1997, 100.60 , 123.58 , 100.65 , 92.96 , 156.74 , 114.80 , 190.15 , 269.15 , 96.02 , 103.42 , 80.10 , 106.90 , 100.15 , 110.32 , 99.92 
High income,Europe & Central Asia,Slovenia,1998, 100.60 , 127.36 , 99.78 , 104.23 , 136.85 , 122.71 , 114.96 , 196.10 , 97.10 , 104.03 , 80.60 , 109.34 , 100.23 , 120.44 , 102.78 
High income,Europe & Central Asia,Slovenia,1999, 100.60 , 130.19 , 99.14 , 102.82 , 159.92 , 125.75 , 55.40 , 52.22 , 98.79 , 104.52 , 81.40 , 113.22 , 100.37 , 121.63 , 103.87 
