"Income.Group","Region","Country","Year","Urbanr","AgingPopr","FemLabr","Unemployr","GDPgr","GDPpcapr","FDIGDPr","FDIusdr","HDIr","LEIr","IncIr","EduIr","EPIr","EFIr","ESGcompr"
"Upper middle income","East Asia & Pacific","Thailand",1993,101.7,113.33,99.11,57.69,73.89,146.42,48.89,68.2,104.01,100,104.91,107.49,100,100,101.43
"Upper middle income","East Asia & Pacific","Thailand",1994,102.38,117.78,98.67,50,71.61,165.11,32.54,37.92,105.23,99.87,106.49,109.82,100,100,101.86
"Upper middle income","East Asia & Pacific","Thailand",1995,103.06,122.22,100,42.31,72.72,188.65,42.67,51.33,106.45,99.87,108.07,111.89,100,100,102.29
"Upper middle income","East Asia & Pacific","Thailand",1996,103.4,126.67,101.33,42.31,50.61,201.73,44.57,60.98,107.84,100,108.86,115.25,100.06,99.58,102.59
"Upper middle income","East Asia & Pacific","Thailand",1997,104.08,131.11,102,34.62,-124.66,163.57,90.58,143.92,108.89,100,107.91,119.64,100.38,92.71,100.29
"Upper middle income","East Asia & Pacific","Thailand",1998,104.76,135.56,101.33,130.77,-168.36,122.33,224.74,311.92,109.76,100.26,105.38,125.32,100.75,94.39,101.19
"Upper middle income","East Asia & Pacific","Thailand",1999,105.44,140,101.11,115.38,40.94,134.75,168.27,249.93,111.5,100.39,106.49,129.46,100.7,93.83,101.54
"Upper middle income","East Asia & Pacific","Thailand",2000,106.8,144.44,101.77,92.31,39.9,133.06,93.01,147.13,113.07,100.78,107.59,133.59,108.12,93.41,103.41
"Upper middle income","East Asia & Pacific","Thailand",2001,110.54,151.11,100.44,100,30.84,125.47,147.12,201.42,114.46,101.16,107.91,137.47,113.04,96.63,106.06
"Upper middle income","East Asia & Pacific","Thailand",2002,114.63,155.56,100.89,69.23,55.06,138.92,86.9,137.66,115.85,101.68,109.02,140.57,117.55,96.91,107.58
"Upper middle income","East Asia & Pacific","Thailand",2003,118.71,162.22,101.11,57.69,64.38,156.34,120,200.11,117.42,102.33,110.28,143.41,118.98,92.29,106.66
"Upper middle income","East Asia & Pacific","Thailand",2004,123.13,166.67,100.89,57.69,56.32,176.29,118.38,251.09,118.99,102.98,111.55,146.77,118.17,89.34,105.99
"Upper middle income","East Asia & Pacific","Thailand",2005,127.21,173.33,101.33,53.85,37.5,191.79,151.56,332.74,120.73,103.75,112.34,151.16,116.53,87.66,105.7
"Upper middle income","East Asia & Pacific","Thailand",2006,131.63,177.78,100.89,46.15,44.49,223.3,140.45,341.96,120.91,104.53,113.61,148.84,114.11,88.78,105.79
"Upper middle income","East Asia & Pacific","Thailand",2007,136.05,182.22,101.33,46.15,48.67,263.3,114.68,307.67,123.69,105.3,114.72,156.85,110.94,89.06,106.34
"Upper middle income","East Asia & Pacific","Thailand",2008,140.14,186.67,101.77,46.15,15.45,290.25,102.62,270.12,124.39,106.21,115.03,157.88,113.56,87.38,106.51
"Upper middle income","East Asia & Pacific","Thailand",2009,144.56,191.11,101.55,34.62,-106.18,279.2,79.49,18.02,125.09,106.99,114.72,159.69,114.33,88.36,107.29
"Upper middle income","East Asia & Pacific","Thailand",2010,149.32,197.78,101.77,23.08,67.28,336.42,150.99,287.2,125.61,107.89,116.14,157.88,116.57,89.9,108.52
"Upper middle income","East Asia & Pacific","Thailand",2011,152.04,204.44,103.1,26.92,7.52,363.97,23.3,-304.14,127,108.67,116.77,161.76,120.28,90.74,110.15
"Upper middle income","East Asia & Pacific","Thailand",2012,154.42,211.11,102.44,23.08,64.86,388.39,113.32,-159.11,127.7,109.44,117.72,161.76,122.61,91.02,110.99
"Upper middle income","East Asia & Pacific","Thailand",2013,157.14,217.78,101.33,19.23,24.07,408.78,132.41,165.6,127.35,110.22,117.88,158.91,124.67,89.9,110.86
"Upper middle income","East Asia & Pacific","Thailand",2014,159.52,226.67,101.11,23.08,8.82,394.44,42.66,-133.27,128.75,111,118.35,162.53,126.14,88.78,111.25
"Upper middle income","East Asia & Pacific","Thailand",2015,162.24,235.56,101.33,23.08,28.06,387.03,77.7,170.9,129.97,111.64,118.83,165.37,128.97,87.52,111.77
"Upper middle income","East Asia & Pacific","Thailand",2016,164.63,244.44,101.11,26.92,30.71,397.25,23.74,-558.09,131.18,112.29,119.78,167.96,131.33,89.62,113.52
"Upper middle income","East Asia & Pacific","Thailand",2017,167.35,253.33,101.11,30.77,36.41,436.92,62.99,-547.23,132.75,112.81,120.57,171.83,132.2,92.85,115.49
"Upper middle income","East Asia & Pacific","Thailand",2018,169.73,264.44,101.11,30.77,37.17,483.48,91.05,-449.2,133.28,113.32,121.52,171.83,132.41,94.11,116.25
"Upper middle income","East Asia & Pacific","Thailand",2019,172.45,275.56,101.11,30.77,21.24,517.46,39.38,-481.6,NA,NA,NA,NA,132.74,95.79,NA
"High income","Latin America & Caribbean","Trinidad and Tobago",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"High income","Latin America & Caribbean","Trinidad and Tobago",1991,100.37,101.75,102.92,100,206.23,104.05,147.78,154.77,100.15,100.27,100.29,100,100,100,100.09
"High income","Latin America & Caribbean","Trinidad and Tobago",1992,100.74,103.51,106.14,109.38,668.78,105.98,151.48,162.58,101.05,100.41,102.3,100.35,100,100,100.45
"High income","Latin America & Caribbean","Trinidad and Tobago",1993,101.11,103.51,109.65,121.88,-144.34,90.47,376.17,346.59,101.35,100.68,102.3,101.22,100,100,100.6
"High income","Latin America & Caribbean","Trinidad and Tobago",1994,101.48,105.26,109.65,118.75,236.37,95.4,483.29,471.77,101.95,100.81,102.73,102.43,100,100,100.83
"High income","Latin America & Caribbean","Trinidad and Tobago",1995,101.66,105.26,110.23,118.75,252.45,102.38,259.83,273.22,102.85,101.08,103.59,103.83,100,100,101.17
"High income","Latin America & Caribbean","Trinidad and Tobago",1996,102.03,107.02,113.74,115.63,472.74,110.35,285.83,324.83,103.6,101.22,104.73,105.04,100.01,100,101.51
"High income","Latin America & Caribbean","Trinidad and Tobago",1997,102.4,108.77,113.16,112.5,498.48,109.73,806.77,913.38,104.8,101.62,106.74,106.26,99.97,103.03,103.02
"High income","Latin America & Caribbean","Trinidad and Tobago",1998,102.77,110.53,112.87,109.38,538.35,115.42,559.31,666.99,104.65,101.89,108.61,103.3,99.61,104.05,103.23
"High income","Latin America & Caribbean","Trinidad and Tobago",1999,103.14,112.28,112.87,115.63,531.74,129.8,437.63,346.58,107.5,102.3,110.19,110.09,99.62,104.62,104.55
"High income","Latin America & Caribbean","Trinidad and Tobago",2000,103.33,114.04,112.28,112.5,457.3,155.05,385.99,598.02,108.1,102.7,111.19,110.61,93.98,107.66,104.48
"High income","Latin America & Caribbean","Trinidad and Tobago",2001,102.96,115.79,113.74,112.5,276.21,167.21,438.23,625.98,109.3,103.24,112.34,112.52,86.83,103.76,101.95
"High income","Latin America & Caribbean","Trinidad and Tobago",2002,102.59,117.54,114.91,118.75,525.9,169.94,518.21,823.86,109.45,103.78,114.06,110.96,78.26,101.3,99.23
"High income","Latin America & Caribbean","Trinidad and Tobago",2003,102.22,121.05,117.54,115.63,956.88,212.22,331.17,532.94,111.54,104.32,116.79,113.91,75.9,99.42,98.89
"High income","Latin America & Caribbean","Trinidad and Tobago",2004,102.03,122.81,120.18,106.25,526.78,248.03,348.13,889.03,112.89,104.86,119.08,115.65,75.47,103.03,100.63
"High income","Latin America & Caribbean","Trinidad and Tobago",2005,101.66,126.32,122.81,96.88,411.41,297.02,272.35,547.2,112.59,105.41,119.8,113.39,73.48,103.32,100.16
"High income","Latin America & Caribbean","Trinidad and Tobago",2006,101.29,129.82,123.1,84.38,875.19,339.79,222.58,468.6,114.99,105.95,122.24,117.22,72.04,101.73,100.2
"High income","Latin America & Caribbean","Trinidad and Tobago",2007,100.92,133.33,120.76,75,315.02,398.52,177.65,758.6,116.49,106.49,123.39,120.35,72.43,102.02,101.03
"High income","Latin America & Caribbean","Trinidad and Tobago",2008,100.55,136.84,122.51,75,224.74,510.91,465.47,1920.09,117.54,107.03,123.96,122.61,75.58,100.43,101.71
"High income","Latin America & Caribbean","Trinidad and Tobago",2009,100.18,142.11,120.76,109.38,-391,349.71,171.32,648.1,117.84,107.57,122.67,123.83,79.13,98.27,101.88
"High income","Latin America & Caribbean","Trinidad and Tobago",2010,99.82,145.61,121.64,118.75,220.2,401.98,114.85,502.14,118.14,107.97,123.39,123.83,82.55,94.94,101.77
"High income","Latin America & Caribbean","Trinidad and Tobago",2011,99.45,150.88,121.64,100,-119.5,458.62,7.48,-123.91,117.84,108.51,121.81,124,87.56,96.1,103.23
"High income","Latin America & Caribbean","Trinidad and Tobago",2012,99.26,154.39,123.39,109.38,84.15,461.59,-442.39,-2013.66,117.54,108.92,122.38,121.91,94.29,93.06,103.74
"High income","Latin America & Caribbean","Trinidad and Tobago",2013,98.89,159.65,123.98,78.13,147.7,485.35,-291.95,-1189.89,117.99,109.32,123.39,121.74,98.82,90.03,104.01
"High income","Latin America & Caribbean","Trinidad and Tobago",2014,98.71,164.91,124.27,68.75,-160.47,488.42,110.94,620.7,118.14,109.73,122.96,122.43,103.4,90.61,105.39
"High income","Latin America & Caribbean","Trinidad and Tobago",2015,98.52,170.18,122.22,68.75,120.81,440.68,32.68,44.32,119.34,110,124.39,124.17,105.33,92.63,106.99
"High income","Latin America & Caribbean","Trinidad and Tobago",2016,98.52,175.44,124.27,93.75,-517.21,389.78,-104.91,1.59,119.34,110.41,122.81,125.39,104,90.9,106.08
"High income","Latin America & Caribbean","Trinidad and Tobago",2017,98.34,182.46,123.98,84.38,-253.2,391.25,-194.16,-506.56,119.79,110.68,122.67,126.61,102.46,88.44,105.06
"High income","Latin America & Caribbean","Trinidad and Tobago",2018,98.34,187.72,123.98,78.13,-116.25,412.74,-236.56,-800.95,119.79,110.95,122.53,126.61,102.54,83.38,103.43
"High income","Latin America & Caribbean","Trinidad and Tobago",2019,98.34,194.74,124.27,84.38,-100.16,416.27,24.71,-226,NA,NA,NA,NA,102.67,82.37,NA
"Lower middle income","Middle East & North Africa","Tunisia",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Lower middle income","Middle East & North Africa","Tunisia",1991,101.55,102.04,100.44,100,49.11,104.04,152.33,157.86,101.05,101.2,100.17,101.72,100,100,100.42
"Lower middle income","Middle East & North Africa","Tunisia",1992,102.94,104.08,101.31,100.64,98.19,120.65,538.59,673.27,102.46,102.4,101.49,103.45,100,100,101.02
"Lower middle income","Middle East & North Africa","Tunisia",1993,104.32,106.12,101.31,101.92,27.55,111.38,610.61,725.78,103.51,103.6,101.16,106.16,100,100,101.47
"Lower middle income","Middle East & North Africa","Tunisia",1994,105.53,110.2,101.75,101.92,39.98,116.9,438.72,550.35,105.45,104.66,101.66,110.34,100,100,102.17
"Lower middle income","Middle East & North Africa","Tunisia",1995,106.22,114.29,102.62,101.92,29.58,132.51,242.98,348.27,106.68,105.59,101.99,113.05,100,100,102.67
"Lower middle income","Middle East & North Africa","Tunisia",1996,106.91,118.37,103.93,102.56,89.89,141.74,193.17,306.53,108.26,106.39,103.15,115.76,101.52,100.79,103.86
"Lower middle income","Middle East & North Africa","Tunisia",1997,107.6,122.45,105.24,101.92,68.44,148.09,262.24,429.81,109.49,107.06,104.3,117.49,100.33,100.63,104.03
"Lower middle income","Middle East & North Africa","Tunisia",1998,108.29,128.57,106.11,99.36,60.17,153.76,473.8,840.52,111.6,107.72,105.3,122.17,100.68,100.79,104.91
"Lower middle income","Middle East & North Africa","Tunisia",1999,108.81,132.65,106.99,97.44,76.16,160.05,240.32,448.62,113.36,108.39,106.46,126.35,100.69,96.37,104.06
"Lower middle income","Middle East & North Africa","Tunisia",2000,109.5,136.73,107.86,95.51,59.24,148.33,555.01,969.68,114.76,108.92,107.28,129.56,104.35,96.69,105.47
"Lower middle income","Middle East & North Africa","Tunisia",2001,110.19,140.82,108.73,92.31,47.75,151.1,324.84,583.21,116.17,109.45,108.11,132.76,105.64,95.9,106.01
"Lower middle income","Middle East & North Africa","Tunisia",2002,110.88,142.86,110.04,93.59,16.64,157.22,542.14,1020.81,117.05,109.85,108.28,135.22,106.44,94.95,106.18
"Lower middle income","Middle East & North Africa","Tunisia",2003,111.57,146.94,111.35,92.95,59.15,185.12,311.97,696.83,118.28,110.25,109.27,137.19,105.64,91.64,105.27
"Lower middle income","Middle East & North Africa","Tunisia",2004,112.26,148.98,112.66,91.03,78.44,208.66,301.46,764.86,119.86,110.65,110.6,141.13,106.51,92.11,106.29
"Lower middle income","Middle East & North Africa","Tunisia",2005,112.61,151.02,113.97,82.69,43.86,214.15,350.59,920.59,121.09,111.05,110.93,144.33,108.76,87.38,105.52
"Lower middle income","Middle East & North Africa","Tunisia",2006,113.13,151.02,117.03,80.13,65.97,226.01,1496.13,4184.88,122.14,111.45,112.09,146.31,109.25,90.69,107.24
"Lower middle income","Middle East & North Africa","Tunisia",2007,113.64,153.06,117.03,79.49,84.4,253.22,618.29,1957.32,123.2,111.72,113.25,148.03,111.23,95.11,109.62
"Lower middle income","Middle East & North Africa","Tunisia",2008,114.16,153.06,117.47,79.49,53.31,288.85,920.41,3359.21,124.43,112.12,113.91,150.74,111.55,94.79,110.02
"Lower middle income","Middle East & North Africa","Tunisia",2009,114.68,153.06,116.59,85.26,38.28,276.87,557.22,1970.11,124.78,112.38,114.57,151.23,112.25,91.48,109.19
"Lower middle income","Middle East & North Africa","Tunisia",2010,115.2,153.06,116.16,83.33,44.16,277.78,480.93,1723.73,126.01,112.78,115.07,153.94,110.92,92.9,109.84
"Lower middle income","Middle East & North Africa","Tunisia",2011,115.54,153.06,115.28,117.31,-124.12,286,149.94,558.86,126.36,113.05,114.24,156.4,114.82,92.27,110.59
"Lower middle income","Middle East & North Africa","Tunisia",2012,116.06,153.06,117.47,112.82,50.29,278.49,547.79,2007.6,126.71,113.45,115.23,155.91,116.61,92.43,111.19
"Lower middle income","Middle East & North Africa","Tunisia",2013,116.58,153.06,118.34,101.92,36.17,283.19,363.36,1367.39,127.42,113.85,115.56,157.14,119.4,89.91,111.12
"Lower middle income","Middle East & North Africa","Tunisia",2014,117.1,155.1,117.9,96.79,37.38,288.74,341.54,1323.64,127.94,114.11,116.23,157.64,122.23,90.38,112.07
"Lower middle income","Middle East & North Africa","Tunisia",2015,117.62,157.14,117.47,97.44,15.03,258.98,356.87,1253.59,128.47,114.51,116.39,159.11,125.49,91.01,113.21
"Lower middle income","Middle East & North Africa","Tunisia",2016,117.96,159.18,116.59,99.36,14.59,248,236.44,804.15,129.35,114.91,116.39,161.58,130.57,90.85,114.53
"Lower middle income","Middle East & North Africa","Tunisia",2017,118.48,165.31,116.16,98.72,24.11,233.46,323.44,1047.46,129.7,115.31,116.56,162.32,132.36,87.85,114.01
"Lower middle income","Middle East & North Africa","Tunisia",2018,119,169.39,115.28,99.36,33.52,230.62,394.76,1277.38,129.88,115.71,116.89,162.32,133.01,92.9,116.06
"Lower middle income","Middle East & North Africa","Tunisia",2019,119.69,175.51,114.85,102.56,13.12,222.49,331.51,1046.47,NA,NA,NA,NA,133.62,87.38,NA
"Upper middle income","Europe & Central Asia","Turkey",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Upper middle income","Europe & Central Asia","Turkey",1991,101.35,102.17,100.33,100,7.77,97.9,113.78,111.86,100.69,101.17,99.72,101.25,100,100,100.29
"Upper middle income","Europe & Central Asia","Turkey",1992,102.2,104.35,98.05,103.66,54.34,101.72,112.24,111.29,101.73,102.35,100.56,102.76,100,100,100.81
"Upper middle income","Europe & Central Asia","Turkey",1993,103.21,106.52,86.32,109.76,82.57,113.81,79.3,88.86,103.11,103.52,101.68,104.26,100,100,101.38
"Upper middle income","Europe & Central Asia","Turkey",1994,104.05,110.87,96.09,104.88,-150.38,81.25,98.04,79.86,103.45,104.85,100.14,105.51,100,100,101.46
"Upper middle income","Europe & Central Asia","Turkey",1995,104.9,113.04,96.09,92.68,85.02,103.7,110.04,110.29,104.84,106.17,101.54,107.02,100,100,102.11
"Upper middle income","Europe & Central Asia","Turkey",1996,105.91,117.39,96.09,80.49,79.64,109.29,83.84,87.43,106.22,107.49,102.81,109.02,99.88,97.09,101.77
"Upper middle income","Europe & Central Asia","Turkey",1997,106.76,121.74,92.51,82.93,81.78,112.53,89.36,79.14,107.77,108.81,104.07,110.78,99.9,104.11,104.82
"Upper middle income","Europe & Central Asia","Turkey",1998,107.6,126.09,93.81,84.15,24.91,160.91,71.83,81.86,109.67,110.28,104.21,115.04,99.96,104.28,105.62
"Upper middle income","Europe & Central Asia","Turkey",1999,108.45,128.26,96.42,93.9,-136.58,147.02,64.48,19.71,111.05,111.6,103.09,119.55,99.09,101.37,104.95
"Upper middle income","Europe & Central Asia","Turkey",2000,109.29,132.61,90.23,79.27,71.66,154.47,75.81,16,113.13,112.92,104.21,123.56,100.36,108.56,108.51
"Upper middle income","Europe & Central Asia","Turkey",2001,110.3,134.78,92.51,102.44,-164.35,111.64,352.75,407.86,114.16,114.24,102.38,127.82,107.35,103.77,108.55
"Upper middle income","Europe & Central Asia","Turkey",2002,111.49,139.13,95.77,126.83,69.4,130.98,95.63,134.14,116.06,115.42,103.51,131.33,112.89,92.81,106.64
"Upper middle income","Europe & Central Asia","Turkey",2003,112.5,141.3,93.49,128.05,60.52,168.85,115.02,174.57,117.27,116.45,104.35,132.83,116.49,88.87,106.48
"Upper middle income","Europe & Central Asia","Turkey",2004,113.51,143.48,85.34,131.71,104.08,216.17,144.99,286.43,118.31,117.47,106.03,133.33,123.56,90.41,108.91
"Upper middle income","Europe & Central Asia","Turkey",2005,114.53,145.65,85.02,129.27,97.23,264.26,421.58,1281,119.34,118.5,107.71,133.83,126.43,86.64,108.72
"Upper middle income","Europe & Central Asia","Turkey",2006,115.71,147.83,85.67,106.1,76.73,287.56,769.92,2751.57,121.24,119.38,108.84,137.34,124.86,97.6,112.89
"Upper middle income","Europe & Central Asia","Turkey",2007,116.72,150,85.99,108.54,54.29,347.55,687.53,2848.71,122.45,120.26,109.68,139.6,120.1,98.29,112.76
"Upper middle income","Europe & Central Asia","Turkey",2008,117.74,152.17,87.95,118.29,9.12,388.43,547.31,2471.71,123.32,121.15,109.68,141.35,117.5,102.57,114.06
"Upper middle income","Europe & Central Asia","Turkey",2009,118.58,154.35,91.53,153.66,-150.77,323.46,280.65,1004.57,124.53,122.17,108.27,146.37,116.09,105.48,115.23
"Upper middle income","Europe & Central Asia","Turkey",2010,119.59,156.52,95.11,130.49,91.6,381.93,248.41,1088.14,128.32,123.2,109.82,156.64,112.42,109.25,117.35
"Upper middle income","Europe & Central Asia","Turkey",2011,120.61,158.7,97.39,107.32,119.94,405.66,409.61,1973.14,131.09,124.08,111.64,162.66,113.21,109.93,118.86
"Upper middle income","Europe & Central Asia","Turkey",2012,121.62,160.87,99.35,98.78,51.69,418.96,331.4,1376.86,132.12,125.11,112.34,164.41,111.95,107.02,118.12
"Upper middle income","Europe & Central Asia","Turkey",2013,122.47,165.22,101.63,106.1,91.64,448.03,300.68,1418.14,134.89,125.99,113.74,171.93,115.21,107.71,120.17
"Upper middle income","Europe & Central Asia","Turkey",2014,123.48,167.39,100.98,120.73,55.76,432.87,300.86,898.14,136.79,126.87,114.45,176.44,120.79,111.13,123.17
"Upper middle income","Europe & Central Asia","Turkey",2015,124.32,171.74,103.26,124.39,65.68,391.82,472.14,2023.86,138.17,127.75,115.29,179.2,125.42,108.22,123.66
"Upper middle income","Europe & Central Asia","Turkey",2016,125.17,176.09,105.21,131.71,34.36,387.23,339.85,1541.57,138.17,128.49,115.57,177.94,128.73,106.34,123.7
"Upper middle income","Europe & Central Asia","Turkey",2017,126.01,180.43,106.84,131.71,80.63,376.25,274.31,1199.71,139.03,129.07,116.69,178.45,131.24,111.64,126.36
"Upper middle income","Europe & Central Asia","Turkey",2018,126.86,184.78,107.49,132.93,30.51,335.33,355.79,1339.14,139.38,129.81,116.83,178.45,132.07,111.99,126.79
"Upper middle income","Europe & Central Asia","Turkey",2019,127.7,189.13,107.49,164.63,9.47,323.6,245.45,837.57,NA,NA,NA,NA,133.1,110.62,NA
"Low income","Sub-Saharan Africa","Uganda",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Low income","Sub-Saharan Africa","Uganda",1991,103.6,100,100,100,85.79,74.6,121.93,100,100,97.74,100.98,101.6,100,100,99.94
"Low income","Sub-Saharan Africa","Uganda",1992,106.31,96.15,100.44,100,52.8,62.07,176.47,300,97.76,95.48,100.33,97.2,100,100,99.23
"Low income","Sub-Saharan Africa","Uganda",1993,109.01,96.15,100.88,122.22,128.61,67.71,1334.82,5460,100,93.72,103.59,102.4,100,100,99.74
"Low income","Sub-Saharan Africa","Uganda",1994,112.61,96.15,101.32,144.44,98.91,81.28,1709.81,8820,100.64,92.71,104.9,104.8,100,100,99.94
"Low income","Sub-Saharan Africa","Uganda",1995,115.32,96.15,101.76,166.67,177.99,113.68,1633.63,12120,102.56,92.21,109.15,107.2,100,100,100.48
"Low income","Sub-Saharan Africa","Uganda",1996,118.92,92.31,102.2,200,140.13,115.87,1557.95,12100,107.69,92.46,112.09,120,99.75,105.25,104.13
"Low income","Sub-Saharan Africa","Uganda",1997,122.52,92.31,102.64,222.22,78.77,116.72,2133.02,17500,112.18,93.47,113.4,133.2,99.84,105.88,105.74
"Low income","Sub-Saharan Africa","Uganda",1998,126.13,92.31,102.86,255.56,75.77,119.1,2422.74,21000,116.99,95.48,114.38,146,99.91,102.86,105.77
"Low income","Sub-Saharan Africa","Uganda",1999,129.73,92.31,103.3,288.89,124.4,105.37,1802.26,14020,122.12,97.99,116.67,159.2,100.09,103.02,107.48
"Low income","Sub-Saharan Africa","Uganda",2000,133.33,88.46,103.52,311.11,48.53,105.58,1989.83,16070,126.6,101.51,116.01,172,97.23,92.53,103.44
"Low income","Sub-Saharan Africa","Uganda",2001,136.94,84.62,103.74,344.44,80.07,96.55,1989.19,15149.62,129.17,105.28,116.34,175.6,94.77,96.03,105.22
"Low income","Sub-Saharan Africa","Uganda",2002,140.54,84.62,103.96,388.89,134.89,98.98,2276.62,18464.81,133.97,109.3,119.28,183.2,93.86,96.98,106.83
"Low income","Sub-Saharan Africa","Uganda",2003,145.05,80.77,104.18,400,99.99,98.34,2423.95,20219.26,136.86,113.82,120.92,185.6,96.48,95.55,107.75
"Low income","Sub-Saharan Africa","Uganda",2004,148.65,76.92,104.4,300,105.14,119.36,2809.69,29541.65,136.86,118.09,122.22,176.8,100.1,101.91,111.47
"Low income","Sub-Saharan Africa","Uganda",2005,153.15,76.92,104.62,211.11,97.81,131.27,3168.88,37980.83,139.1,122.36,123.53,178,96.66,100,110.54
"Low income","Sub-Saharan Africa","Uganda",2006,156.76,76.92,104.84,244.44,166.58,140.3,4819.41,64426.25,143.27,126.63,127.45,181.2,95.43,101.59,112.13
"Low income","Sub-Saharan Africa","Uganda",2007,161.26,73.08,105.27,277.78,129.94,168.08,4794.25,79230.58,146.47,130.9,130.07,184.4,92.5,100.32,111.89
"Low income","Sub-Saharan Africa","Uganda",2008,165.77,73.08,105.71,322.22,134.52,188.65,3828.12,72886.09,150.32,135.18,132.68,189.2,83.57,101.43,111.39
"Low income","Sub-Saharan Africa","Uganda",2009,170.27,73.08,105.93,400,105.06,319.92,2559.21,81272.03,153.21,139.45,134.31,190.8,82.71,100.95,111.8
"Low income","Sub-Saharan Africa","Uganda",2010,174.77,73.08,106.37,400,87.08,328.94,1597.19,50665.84,156.73,143.47,135.62,197.2,82.88,98.89,112.06
"Low income","Sub-Saharan Africa","Uganda",2011,179.28,73.08,106.59,400,145.06,332.96,2455.94,90614.04,158.33,147.24,138.56,194.8,82.04,98.09,112.06
"Low income","Sub-Saharan Africa","Uganda",2012,183.78,73.08,106.81,400,59.27,315.98,3341.37,115905.15,159.29,150.75,138.56,193.2,81.9,98.41,112.49
"Low income","Sub-Saharan Africa","Uganda",2013,189.19,73.08,107.25,211.11,55.4,323.96,2883.13,114320.74,161.22,154.27,138.56,195.6,81.67,97.14,112.5
"Low income","Sub-Saharan Africa","Uganda",2014,193.69,73.08,107.47,211.11,78.87,353.33,2483.38,103154.62,163.14,157.29,139.54,198,85.54,95.23,113.25
"Low income","Sub-Saharan Africa","Uganda",2015,199.1,73.08,107.69,211.11,80.13,338.83,1772.39,73736.45,165.06,160.05,140.52,200.4,88.59,94.91,114.49
"Low income","Sub-Saharan Africa","Uganda",2016,203.6,73.08,107.91,200,73.85,294.57,1673.2,62555.15,166.67,162.31,140.85,201.6,94.94,94.28,116.18
"Low income","Sub-Saharan Africa","Uganda",2017,209.01,73.08,108.13,200,60.2,301.25,2000.83,80239.47,167.31,164.32,140.52,202.8,99.28,96.82,118.7
"Low income","Sub-Saharan Africa","Uganda",2018,214.41,73.08,108.35,188.89,95.07,309.28,2445.36,105502.61,169.23,166.08,141.5,206,99.79,98.57,120.19
"Low income","Sub-Saharan Africa","Uganda",2019,219.82,76.92,108.35,200,100.51,313.18,2781.46,126568.36,NA,NA,NA,NA,100.52,94.91,NA
"Lower middle income","Europe & Central Asia","Ukraine",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Lower middle income","Europe & Central Asia","Ukraine",1991,100,102.5,99.8,100,-132.55,94.9,100,100,99.43,99.22,98.16,100.93,100,100,99.68
"Lower middle income","Europe & Central Asia","Ukraine",1992,100,105.83,99.6,100,-152.85,90.32,100,100,98.16,98.31,95.33,100.93,100,100,99
"Lower middle income","Europe & Central Asia","Ukraine",1993,100.15,109.17,99.39,105.26,-224.2,80.15,112.63,100,96.6,97.52,91.5,101.08,100,100,98.21
"Lower middle income","Europe & Central Asia","Ukraine",1994,100.15,111.67,99.6,105.26,-361.44,64.47,111.86,100,94.75,96.74,86.4,101.7,100,100,97.26
"Lower middle income","Europe & Central Asia","Ukraine",1995,100.3,112.5,99.6,294.74,-192.27,59.62,204.74,170.2,94.18,96.09,83.71,103.7,100,100,96.99
"Lower middle income","Europe & Central Asia","Ukraine",1996,100.3,114.17,99.39,405.26,-157.6,55.59,432.29,348.34,93.76,95.57,81.73,105.56,100.78,101.75,97.42
"Lower middle income","Europe & Central Asia","Ukraine",1997,100.3,114.17,98.99,468.42,-47.28,63.14,459.28,384.77,94.04,95.18,81.16,107.41,102.27,109.02,99.54
"Lower middle income","Europe & Central Asia","Ukraine",1998,100.45,113.33,98.58,594.74,-29.94,53.21,655.86,494.7,94.33,94.92,80.88,109.26,101.96,101.25,97.93
"Lower middle income","Europe & Central Asia","Ukraine",1999,100.45,113.33,98.18,626.32,-3.15,40.5,580.66,323.84,94.61,94.78,80.88,110.34,101.91,109.52,99.91
"Lower middle income","Europe & Central Asia","Ukraine",2000,100.45,115,98.18,615.79,192.98,40.5,703.67,393.38,95.18,94.78,82.15,110.65,103.29,119.8,102.83
"Lower middle income","Europe & Central Asia","Ukraine",2001,100.6,118.33,98.58,584.21,245.05,49.71,771.12,509.27,96.6,94.78,84.56,112.35,106.44,121.55,104.7
"Lower middle income","Europe & Central Asia","Ukraine",2002,100.75,122.5,98.79,531.58,182.73,55.97,604.96,462.25,97.73,94.92,85.98,114.51,110.39,120.8,106.13
"Lower middle income","Europe & Central Asia","Ukraine",2003,100.9,127.5,98.79,478.95,249.97,66.73,1051.17,934.44,99.15,94.92,88.1,116.36,114.62,128.07,109.48
"Lower middle income","Europe & Central Asia","Ukraine",2004,101.2,130.83,98.38,452.63,290.83,87.02,978.18,1133.11,100.14,95.05,90.65,116.51,117.14,134.59,112.06
"Lower middle income","Europe & Central Asia","Ukraine",2005,101.5,132.5,97.17,378.95,147.24,116.38,3354.37,4988.74,101.42,95.18,91.5,119.75,114.53,139.85,113.29
