"Income.Group","Region","Country","Year","Indicator","Value"
"High income","Europe & Central Asia","United Kingdom",2001,"Unemployr",54.65
"High income","Europe & Central Asia","United Kingdom",2001,"GDPgr",405.36
"High income","Europe & Central Asia","United Kingdom",2001,"GDPpcapr",145.29
"High income","Europe & Central Asia","United Kingdom",2001,"FDIGDPr",90.38
"High income","Europe & Central Asia","United Kingdom",2001,"FDIusdr",-259.35
"High income","Europe & Central Asia","United Kingdom",2001,"HDIr",112.39
"High income","Europe & Central Asia","United Kingdom",2001,"LEIr",104.08
"High income","Europe & Central Asia","United Kingdom",2001,"IncIr",104.51
"High income","Europe & Central Asia","United Kingdom",2001,"EduIr",130.43
"High income","Europe & Central Asia","United Kingdom",2001,"EPIr",99.32
"High income","Europe & Central Asia","United Kingdom",2001,"EFIr",99.61
"High income","Europe & Central Asia","United Kingdom",2001,"ESGcompr",104.31
"High income","Europe & Central Asia","United Kingdom",2002,"Urbanr",101.15
"High income","Europe & Central Asia","United Kingdom",2002,"AgingPopr",101.91
"High income","Europe & Central Asia","United Kingdom",2002,"FemLabr",105.56
"High income","Europe & Central Asia","United Kingdom",2002,"Unemployr",58.14
"High income","Europe & Central Asia","United Kingdom",2002,"GDPgr",316.77
"High income","Europe & Central Asia","United Kingdom",2002,"GDPpcapr",157.4
"High income","Europe & Central Asia","United Kingdom",2002,"FDIGDPr",132.94
"High income","Europe & Central Asia","United Kingdom",2002,"FDIusdr",-332.75
"High income","Europe & Central Asia","United Kingdom",2002,"HDIr",112.77
"High income","Europe & Central Asia","United Kingdom",2002,"LEIr",104.55
"High income","Europe & Central Asia","United Kingdom",2002,"IncIr",104.98
"High income","Europe & Central Asia","United Kingdom",2002,"EduIr",130.75
"High income","Europe & Central Asia","United Kingdom",2002,"EPIr",99.83
"High income","Europe & Central Asia","United Kingdom",2002,"EFIr",100.77
"High income","Europe & Central Asia","United Kingdom",2002,"ESGcompr",104.98
"High income","Europe & Central Asia","United Kingdom",2003,"Urbanr",101.54
"High income","Europe & Central Asia","United Kingdom",2003,"AgingPopr",101.91
"High income","Europe & Central Asia","United Kingdom",2003,"FemLabr",105.09
"High income","Europe & Central Asia","United Kingdom",2003,"Unemployr",55.81
"High income","Europe & Central Asia","United Kingdom",2003,"GDPgr",447.88
"High income","Europe & Central Asia","United Kingdom",2003,"GDPpcapr",180.25
"High income","Europe & Central Asia","United Kingdom",2003,"FDIGDPr",46.36
"High income","Europe & Central Asia","United Kingdom",2003,"FDIusdr",-444.32
"High income","Europe & Central Asia","United Kingdom",2003,"HDIr",113.29
"High income","Europe & Central Asia","United Kingdom",2003,"LEIr",105.02
"High income","Europe & Central Asia","United Kingdom",2003,"IncIr",105.58
"High income","Europe & Central Asia","United Kingdom",2003,"EduIr",131.21
"High income","Europe & Central Asia","United Kingdom",2003,"EPIr",99.84
"High income","Europe & Central Asia","United Kingdom",2003,"EFIr",99.49
"High income","Europe & Central Asia","United Kingdom",2003,"ESGcompr",104.81
"High income","Europe & Central Asia","United Kingdom",2004,"Urbanr",101.92
"High income","Europe & Central Asia","United Kingdom",2004,"AgingPopr",101.91
"High income","Europe & Central Asia","United Kingdom",2004,"FemLabr",105.79
"High income","Europe & Central Asia","United Kingdom",2004,"Unemployr",53.49
"High income","Europe & Central Asia","United Kingdom",2004,"GDPgr",323.53
"High income","Europe & Central Asia","United Kingdom",2004,"GDPpcapr",210.99
"High income","Europe & Central Asia","United Kingdom",2004,"FDIGDPr",95.2
"High income","Europe & Central Asia","United Kingdom",2004,"FDIusdr",-410.76
"High income","Europe & Central Asia","United Kingdom",2004,"HDIr",114.32
"High income","Europe & Central Asia","United Kingdom",2004,"LEIr",105.48
"High income","Europe & Central Asia","United Kingdom",2004,"IncIr",105.81
"High income","Europe & Central Asia","United Kingdom",2004,"EduIr",133.7
"High income","Europe & Central Asia","United Kingdom",2004,"EPIr",99.93
"High income","Europe & Central Asia","United Kingdom",2004,"EFIr",99.74
"High income","Europe & Central Asia","United Kingdom",2004,"ESGcompr",105.29
"High income","Europe & Central Asia","United Kingdom",2005,"Urbanr",102.3
"High income","Europe & Central Asia","United Kingdom",2005,"AgingPopr",101.91
"High income","Europe & Central Asia","United Kingdom",2005,"FemLabr",105.79
"High income","Europe & Central Asia","United Kingdom",2005,"Unemployr",55.81
"High income","Europe & Central Asia","United Kingdom",2005,"GDPgr",433.35
"High income","Europe & Central Asia","United Kingdom",2005,"GDPpcapr",220.11
"High income","Europe & Central Asia","United Kingdom",2005,"FDIGDPr",263.02
"High income","Europe & Central Asia","United Kingdom",2005,"FDIusdr",693.15
"High income","Europe & Central Asia","United Kingdom",2005,"HDIr",114.84
"High income","Europe & Central Asia","United Kingdom",2005,"LEIr",106.07
"High income","Europe & Central Asia","United Kingdom",2005,"IncIr",106.29
"High income","Europe & Central Asia","United Kingdom",2005,"EduIr",134.63
"High income","Europe & Central Asia","United Kingdom",2005,"EPIr",100.1
"High income","Europe & Central Asia","United Kingdom",2005,"EFIr",101.67
"High income","Europe & Central Asia","United Kingdom",2005,"ESGcompr",106.18
"High income","Europe & Central Asia","United Kingdom",2006,"Urbanr",102.69
"High income","Europe & Central Asia","United Kingdom",2006,"AgingPopr",102.55
"High income","Europe & Central Asia","United Kingdom",2006,"FemLabr",105.79
"High income","Europe & Central Asia","United Kingdom",2006,"Unemployr",61.63
"High income","Europe & Central Asia","United Kingdom",2006,"GDPgr",380.01
"High income","Europe & Central Asia","United Kingdom",2006,"GDPpcapr",233.56
"High income","Europe & Central Asia","United Kingdom",2006,"FDIGDPr",198.32
"High income","Europe & Central Asia","United Kingdom",2006,"FDIusdr",458.76
"High income","Europe & Central Asia","United Kingdom",2006,"HDIr",114.71
"High income","Europe & Central Asia","United Kingdom",2006,"LEIr",106.53
"High income","Europe & Central Asia","United Kingdom",2006,"IncIr",106.41
"High income","Europe & Central Asia","United Kingdom",2006,"EduIr",133.39
"High income","Europe & Central Asia","United Kingdom",2006,"EPIr",100.1
"High income","Europe & Central Asia","United Kingdom",2006,"EFIr",103.21
"High income","Europe & Central Asia","United Kingdom",2006,"ESGcompr",106.59
"High income","Europe & Central Asia","United Kingdom",2007,"Urbanr",103.07
"High income","Europe & Central Asia","United Kingdom",2007,"AgingPopr",103.18
"High income","Europe & Central Asia","United Kingdom",2007,"FemLabr",105.56
"High income","Europe & Central Asia","United Kingdom",2007,"Unemployr",61.63
"High income","Europe & Central Asia","United Kingdom",2007,"GDPgr",331.25
"High income","Europe & Central Asia","United Kingdom",2007,"GDPpcapr",264.81
"High income","Europe & Central Asia","United Kingdom",2007,"FDIGDPr",178.57
"High income","Europe & Central Asia","United Kingdom",2007,"FDIusdr",-1302.4
"High income","Europe & Central Asia","United Kingdom",2007,"HDIr",115.1
"High income","Europe & Central Asia","United Kingdom",2007,"LEIr",107
"High income","Europe & Central Asia","United Kingdom",2007,"IncIr",106.64
"High income","Europe & Central Asia","United Kingdom",2007,"EduIr",133.7
"High income","Europe & Central Asia","United Kingdom",2007,"EPIr",100.47
"High income","Europe & Central Asia","United Kingdom",2007,"EFIr",102.57
"High income","Europe & Central Asia","United Kingdom",2007,"ESGcompr",106.64
"High income","Europe & Central Asia","United Kingdom",2008,"Urbanr",103.46
"High income","Europe & Central Asia","United Kingdom",2008,"AgingPopr",103.82
"High income","Europe & Central Asia","United Kingdom",2008,"FemLabr",105.79
"High income","Europe & Central Asia","United Kingdom",2008,"Unemployr",65.12
"High income","Europe & Central Asia","United Kingdom",2008,"GDPgr",-138.32
"High income","Europe & Central Asia","United Kingdom",2008,"GDPpcapr",247.63
"High income","Europe & Central Asia","United Kingdom",2008,"FDIGDPr",229.19
"High income","Europe & Central Asia","United Kingdom",2008,"FDIusdr",-871.62
"High income","Europe & Central Asia","United Kingdom",2008,"HDIr",115.61
"High income","Europe & Central Asia","United Kingdom",2008,"LEIr",107.47
"High income","Europe & Central Asia","United Kingdom",2008,"IncIr",106.29
"High income","Europe & Central Asia","United Kingdom",2008,"EduIr",135.4
"High income","Europe & Central Asia","United Kingdom",2008,"EPIr",101.38
"High income","Europe & Central Asia","United Kingdom",2008,"EFIr",101.93
"High income","Europe & Central Asia","United Kingdom",2008,"ESGcompr",106.93
"High income","Europe & Central Asia","United Kingdom",2009,"Urbanr",103.71
"High income","Europe & Central Asia","United Kingdom",2009,"AgingPopr",104.46
"High income","Europe & Central Asia","United Kingdom",2009,"FemLabr",106.48
"High income","Europe & Central Asia","United Kingdom",2009,"Unemployr",87.21
"High income","Europe & Central Asia","United Kingdom",2009,"GDPgr",-678.92
"High income","Europe & Central Asia","United Kingdom",2009,"GDPpcapr",202.73
"High income","Europe & Central Asia","United Kingdom",2009,"FDIGDPr",15.95
"High income","Europe & Central Asia","United Kingdom",2009,"FDIusdr",470.44
"High income","Europe & Central Asia","United Kingdom",2009,"HDIr",116
"High income","Europe & Central Asia","United Kingdom",2009,"LEIr",107.93
"High income","Europe & Central Asia","United Kingdom",2009,"IncIr",105.46
"High income","Europe & Central Asia","United Kingdom",2009,"EduIr",137.27
"High income","Europe & Central Asia","United Kingdom",2009,"EPIr",102.78
"High income","Europe & Central Asia","United Kingdom",2009,"EFIr",101.41
"High income","Europe & Central Asia","United Kingdom",2009,"ESGcompr",107.34
"High income","Europe & Central Asia","United Kingdom",2010,"Urbanr",104.1
"High income","Europe & Central Asia","United Kingdom",2010,"AgingPopr",105.73
"High income","Europe & Central Asia","United Kingdom",2010,"FemLabr",106.48
"High income","Europe & Central Asia","United Kingdom",2010,"Unemployr",90.7
"High income","Europe & Central Asia","United Kingdom",2010,"GDPgr",265.69
"High income","Europe & Central Asia","United Kingdom",2010,"GDPpcapr",206.52
"High income","Europe & Central Asia","United Kingdom",2010,"FDIGDPr",71.25
"High income","Europe & Central Asia","United Kingdom",2010,"FDIusdr",92.13
"High income","Europe & Central Asia","United Kingdom",2010,"HDIr",116.77
"High income","Europe & Central Asia","United Kingdom",2010,"LEIr",108.4
"High income","Europe & Central Asia","United Kingdom",2010,"IncIr",105.69
"High income","Europe & Central Asia","United Kingdom",2010,"EduIr",139.13
"High income","Europe & Central Asia","United Kingdom",2010,"EPIr",103.27
"High income","Europe & Central Asia","United Kingdom",2010,"EFIr",98.2
"High income","Europe & Central Asia","United Kingdom",2010,"ESGcompr",106.83
"High income","Europe & Central Asia","United Kingdom",2011,"Urbanr",104.48
"High income","Europe & Central Asia","United Kingdom",2011,"AgingPopr",107.01
"High income","Europe & Central Asia","United Kingdom",2011,"FemLabr",106.71
"High income","Europe & Central Asia","United Kingdom",2011,"Unemployr",93.02
"High income","Europe & Central Asia","United Kingdom",2011,"GDPgr",209.9
"High income","Europe & Central Asia","United Kingdom",2011,"GDPpcapr",220.15
"High income","Europe & Central Asia","United Kingdom",2011,"FDIGDPr",26.84
"High income","Europe & Central Asia","United Kingdom",2011,"FDIusdr",-502.26
"High income","Europe & Central Asia","United Kingdom",2011,"HDIr",116
"High income","Europe & Central Asia","United Kingdom",2011,"LEIr",108.75
"High income","Europe & Central Asia","United Kingdom",2011,"IncIr",105.93
"High income","Europe & Central Asia","United Kingdom",2011,"EduIr",135.4
"High income","Europe & Central Asia","United Kingdom",2011,"EPIr",104.79
"High income","Europe & Central Asia","United Kingdom",2011,"EFIr",95.64
"High income","Europe & Central Asia","United Kingdom",2011,"ESGcompr",106.17
"High income","Europe & Central Asia","United Kingdom",2012,"Urbanr",104.74
"High income","Europe & Central Asia","United Kingdom",2012,"AgingPopr",108.92
"High income","Europe & Central Asia","United Kingdom",2012,"FemLabr",106.71
"High income","Europe & Central Asia","United Kingdom",2012,"Unemployr",91.86
"High income","Europe & Central Asia","United Kingdom",2012,"GDPgr",201.56
"High income","Europe & Central Asia","United Kingdom",2012,"GDPpcapr",222.37
"High income","Europe & Central Asia","United Kingdom",2012,"FDIGDPr",45.68
"High income","Europe & Central Asia","United Kingdom",2012,"FDIusdr",259.55
"High income","Europe & Central Asia","United Kingdom",2012,"HDIr",115.74
"High income","Europe & Central Asia","United Kingdom",2012,"LEIr",108.98
"High income","Europe & Central Asia","United Kingdom",2012,"IncIr",105.81
"High income","Europe & Central Asia","United Kingdom",2012,"EduIr",134.47
"High income","Europe & Central Asia","United Kingdom",2012,"EPIr",105.56
"High income","Europe & Central Asia","United Kingdom",2012,"EFIr",95.12
"High income","Europe & Central Asia","United Kingdom",2012,"ESGcompr",106.16
"High income","Europe & Central Asia","United Kingdom",2013,"Urbanr",105.12
"High income","Europe & Central Asia","United Kingdom",2013,"AgingPopr",110.83
"High income","Europe & Central Asia","United Kingdom",2013,"FemLabr",107.18
"High income","Europe & Central Asia","United Kingdom",2013,"Unemployr",87.21
"High income","Europe & Central Asia","United Kingdom",2013,"GDPgr",291.58
"High income","Europe & Central Asia","United Kingdom",2013,"GDPpcapr",227.51
"High income","Europe & Central Asia","United Kingdom",2013,"FDIGDPr",51.67
"High income","Europe & Central Asia","United Kingdom",2013,"FDIusdr",61.45
"High income","Europe & Central Asia","United Kingdom",2013,"HDIr",117.94
"High income","Europe & Central Asia","United Kingdom",2013,"LEIr",109.33
"High income","Europe & Central Asia","United Kingdom",2013,"IncIr",105.93
"High income","Europe & Central Asia","United Kingdom",2013,"EduIr",141.61
"High income","Europe & Central Asia","United Kingdom",2013,"EPIr",106.11
"High income","Europe & Central Asia","United Kingdom",2013,"EFIr",96.02
"High income","Europe & Central Asia","United Kingdom",2013,"ESGcompr",107.45
"High income","Europe & Central Asia","United Kingdom",2014,"Urbanr",105.51
"High income","Europe & Central Asia","United Kingdom",2014,"AgingPopr",112.74
"High income","Europe & Central Asia","United Kingdom",2014,"FemLabr",107.41
"High income","Europe & Central Asia","United Kingdom",2014,"Unemployr",70.93
"High income","Europe & Central Asia","United Kingdom",2014,"GDPgr",355.36
"High income","Europe & Central Asia","United Kingdom",2014,"GDPpcapr",248.36
"High income","Europe & Central Asia","United Kingdom",2014,"FDIGDPr",50.8
"High income","Europe & Central Asia","United Kingdom",2014,"FDIusdr",1291.53
"High income","Europe & Central Asia","United Kingdom",2014,"HDIr",118.45
"High income","Europe & Central Asia","United Kingdom",2014,"LEIr",109.45
"High income","Europe & Central Asia","United Kingdom",2014,"IncIr",106.29
"High income","Europe & Central Asia","United Kingdom",2014,"EduIr",142.86
"High income","Europe & Central Asia","United Kingdom",2014,"EPIr",107.74
"High income","Europe & Central Asia","United Kingdom",2014,"EFIr",96.15
"High income","Europe & Central Asia","United Kingdom",2014,"ESGcompr",108.18
"High income","Europe & Central Asia","United Kingdom",2015,"Urbanr",105.76
"High income","Europe & Central Asia","United Kingdom",2015,"AgingPopr",114.65
"High income","Europe & Central Asia","United Kingdom",2015,"FemLabr",107.64
"High income","Europe & Central Asia","United Kingdom",2015,"Unemployr",61.63
"High income","Europe & Central Asia","United Kingdom",2015,"GDPgr",321.02
"High income","Europe & Central Asia","United Kingdom",2015,"GDPpcapr",235.53
"High income","Europe & Central Asia","United Kingdom",2015,"FDIGDPr",40.91
"High income","Europe & Central Asia","United Kingdom",2015,"FDIusdr",788.57
"High income","Europe & Central Asia","United Kingdom",2015,"HDIr",118.19
"High income","Europe & Central Asia","United Kingdom",2015,"LEIr",109.57
"High income","Europe & Central Asia","United Kingdom",2015,"IncIr",106.52
"High income","Europe & Central Asia","United Kingdom",2015,"EduIr",141.46
"High income","Europe & Central Asia","United Kingdom",2015,"EPIr",108.89
"High income","Europe & Central Asia","United Kingdom",2015,"EFIr",97.3
"High income","Europe & Central Asia","United Kingdom",2015,"ESGcompr",108.76
"High income","Europe & Central Asia","United Kingdom",2016,"Urbanr",106.15
"High income","Europe & Central Asia","United Kingdom",2016,"AgingPopr",115.92
"High income","Europe & Central Asia","United Kingdom",2016,"FemLabr",107.64
"High income","Europe & Central Asia","United Kingdom",2016,"Unemployr",55.81
"High income","Europe & Central Asia","United Kingdom",2016,"GDPgr",261.42
"High income","Europe & Central Asia","United Kingdom",2016,"GDPpcapr",215.05
"High income","Europe & Central Asia","United Kingdom",2016,"FDIGDPr",318.61
"High income","Europe & Central Asia","United Kingdom",2016,"FDIusdr",2181.67
"High income","Europe & Central Asia","United Kingdom",2016,"HDIr",118.45
"High income","Europe & Central Asia","United Kingdom",2016,"LEIr",109.68
"High income","Europe & Central Asia","United Kingdom",2016,"IncIr",106.64
"High income","Europe & Central Asia","United Kingdom",2016,"EduIr",141.93
"High income","Europe & Central Asia","United Kingdom",2016,"EPIr",110.02
"High income","Europe & Central Asia","United Kingdom",2016,"EFIr",98.07
"High income","Europe & Central Asia","United Kingdom",2016,"ESGcompr",109.41
"High income","Europe & Central Asia","United Kingdom",2017,"Urbanr",106.4
"High income","Europe & Central Asia","United Kingdom",2017,"AgingPopr",116.56
"High income","Europe & Central Asia","United Kingdom",2017,"FemLabr",108.33
"High income","Europe & Central Asia","United Kingdom",2017,"Unemployr",50
"High income","Europe & Central Asia","United Kingdom",2017,"GDPgr",257.86
"High income","Europe & Central Asia","United Kingdom",2017,"GDPpcapr",211.37
"High income","Europe & Central Asia","United Kingdom",2017,"FDIGDPr",120.19
"High income","Europe & Central Asia","United Kingdom",2017,"FDIusdr",-225.45
"High income","Europe & Central Asia","United Kingdom",2017,"HDIr",118.58
"High income","Europe & Central Asia","United Kingdom",2017,"LEIr",109.8
"High income","Europe & Central Asia","United Kingdom",2017,"IncIr",107
"High income","Europe & Central Asia","United Kingdom",2017,"EduIr",141.93
"High income","Europe & Central Asia","United Kingdom",2017,"EPIr",111
"High income","Europe & Central Asia","United Kingdom",2017,"EFIr",98.07
"High income","Europe & Central Asia","United Kingdom",2017,"ESGcompr",109.77
"High income","Europe & Central Asia","United Kingdom",2018,"Urbanr",106.79
"High income","Europe & Central Asia","United Kingdom",2018,"AgingPopr",117.2
"High income","Europe & Central Asia","United Kingdom",2018,"FemLabr",108.33
"High income","Europe & Central Asia","United Kingdom",2018,"Unemployr",46.51
"High income","Europe & Central Asia","United Kingdom",2018,"GDPgr",182.72
"High income","Europe & Central Asia","United Kingdom",2018,"GDPpcapr",225.41
"High income","Europe & Central Asia","United Kingdom",2018,"FDIGDPr",74.98
"High income","Europe & Central Asia","United Kingdom",2018,"FDIusdr",185.07
"High income","Europe & Central Asia","United Kingdom",2018,"HDIr",118.71
"High income","Europe & Central Asia","United Kingdom",2018,"LEIr",109.92
"High income","Europe & Central Asia","United Kingdom",2018,"IncIr",107.12
"High income","Europe & Central Asia","United Kingdom",2018,"EduIr",142.24
"High income","Europe & Central Asia","United Kingdom",2018,"EPIr",111.1
"High income","Europe & Central Asia","United Kingdom",2018,"EFIr",100.13
"High income","Europe & Central Asia","United Kingdom",2018,"ESGcompr",110.49
"High income","Europe & Central Asia","United Kingdom",2019,"Urbanr",107.17
"High income","Europe & Central Asia","United Kingdom",2019,"AgingPopr",117.83
"High income","Europe & Central Asia","United Kingdom",2019,"FemLabr",108.33
"High income","Europe & Central Asia","United Kingdom",2019,"Unemployr",45.35
"High income","Europe & Central Asia","United Kingdom",2019,"GDPgr",191.98
"High income","Europe & Central Asia","United Kingdom",2019,"GDPpcapr",221.52
"High income","Europe & Central Asia","United Kingdom",2019,"FDIGDPr",19.35
"High income","Europe & Central Asia","United Kingdom",2019,"FDIusdr",656.55
"High income","Europe & Central Asia","United Kingdom",2019,"HDIr",NA
"High income","Europe & Central Asia","United Kingdom",2019,"LEIr",NA
"High income","Europe & Central Asia","United Kingdom",2019,"IncIr",NA
"High income","Europe & Central Asia","United Kingdom",2019,"EduIr",NA
"High income","Europe & Central Asia","United Kingdom",2019,"EPIr",111.18
"High income","Europe & Central Asia","United Kingdom",2019,"EFIr",101.28
"High income","Europe & Central Asia","United Kingdom",2019,"ESGcompr",NA
"High income","North America","United States",1990,"Urbanr",100
"High income","North America","United States",1990,"AgingPopr",100
"High income","North America","United States",1990,"FemLabr",100
"High income","North America","United States",1990,"Unemployr",100
"High income","North America","United States",1990,"GDPgr",100
"High income","North America","United States",1990,"GDPpcapr",100
"High income","North America","United States",1990,"FDIGDPr",100
"High income","North America","United States",1990,"FDIusdr",100
"High income","North America","United States",1990,"HDIr",100
"High income","North America","United States",1990,"LEIr",100
"High income","North America","United States",1990,"IncIr",100
"High income","North America","United States",1990,"EduIr",100
"High income","North America","United States",1990,"EPIr",100
"High income","North America","United States",1990,"EFIr",100
"High income","North America","United States",1990,"ESGcompr",100
"High income","North America","United States",1991,"Urbanr",100.53
"High income","North America","United States",1991,"AgingPopr",100.79
"High income","North America","United States",1991,"FemLabr",100.23
"High income","North America","United States",1991,"Unemployr",100
"High income","North America","United States",1991,"GDPgr",-105.74
"High income","North America","United States",1991,"GDPpcapr",101.9
"High income","North America","United States",1991,"FDIGDPr",46.97
"High income","North America","United States",1991,"FDIusdr",-230.38
"High income","North America","United States",1991,"HDIr",100.23
"High income","North America","United States",1991,"LEIr",100.24
"High income","North America","United States",1991,"IncIr",99.78
"High income","North America","United States",1991,"EduIr",100.48
"High income","North America","United States",1991,"EPIr",100
"High income","North America","United States",1991,"EFIr",100
"High income","North America","United States",1991,"ESGcompr",100.07
"High income","North America","United States",1992,"Urbanr",101.06
"High income","North America","United States",1992,"AgingPopr",100.79
"High income","North America","United States",1992,"FemLabr",100.68
"High income","North America","United States",1992,"Unemployr",110.29
"High income","North America","United States",1992,"GDPgr",186.77
"High income","North America","United States",1992,"GDPpcapr",106.41
"High income","North America","United States",1992,"FDIGDPr",38.92
"High income","North America","United States",1992,"FDIusdr",-352.08
"High income","North America","United States",1992,"HDIr",100.81
"High income","North America","United States",1992,"LEIr",100.59
"High income","North America","United States",1992,"IncIr",100.11
"High income","North America","United States",1992,"EduIr",101.67
"High income","North America","United States",1992,"EPIr",100
"High income","North America","United States",1992,"EFIr",100
"High income","North America","United States",1992,"ESGcompr",100.35
"High income","North America","United States",1993,"Urbanr",101.59
"High income","North America","United States",1993,"AgingPopr",100.79
"High income","North America","United States",1993,"FemLabr",100.9
"High income","North America","United States",1993,"Unemployr",101.47
"High income","North America","United States",1993,"GDPgr",145.97
"High income","North America","United States",1993,"GDPpcapr",110.46
"High income","North America","United States",1993,"FDIGDPr",61.31
"High income","North America","United States",1993,"FDIusdr",-388.49
"High income","North America","United States",1993,"HDIr",101.4
"High income","North America","United States",1993,"LEIr",100.82
"High income","North America","United States",1993,"IncIr",100.34
"High income","North America","United States",1993,"EduIr",102.86
"High income","North America","United States",1993,"EPIr",100
"High income","North America","United States",1993,"EFIr",100
"High income","North America","United States",1993,"ESGcompr",100.6
"High income","North America","United States",1994,"Urbanr",102.12
"High income","North America","United States",1994,"AgingPopr",100.79
"High income","North America","United States",1994,"FemLabr",102.03
"High income","North America","United States",1994,"Unemployr",89.71
"High income","North America","United States",1994,"GDPgr",213.62
"High income","North America","United States",1994,"GDPpcapr",115.93
"High income","North America","United States",1994,"FDIGDPr",64.26
"High income","North America","United States",1994,"FDIusdr",-401.59
"High income","North America","United States",1994,"HDIr",101.74
"High income","North America","United States",1994,"LEIr",101.18
"High income","North America","United States",1994,"IncIr",100.78
"High income","North America","United States",1994,"EduIr",103.22
"High income","North America","United States",1994,"EPIr",100
"High income","North America","United States",1994,"EFIr",100
"High income","North America","United States",1994,"ESGcompr",100.77
"High income","North America","United States",1995,"Urbanr",102.66
"High income","North America","United States",1995,"AgingPopr",100.79
"High income","North America","United States",1995,"FemLabr",102.03
"High income","North America","United States",1995,"Unemployr",83.82
"High income","North America","United States",1995,"GDPgr",142.33
"High income","North America","United States",1995,"GDPpcapr",120.1
"High income","North America","United States",1995,"FDIGDPr",75.7
"High income","North America","United States",1995,"FDIusdr",-462.98
"High income","North America","United States",1995,"HDIr",102.09
"High income","North America","United States",1995,"LEIr",101.53
"High income","North America","United States",1995,"IncIr",101.01
"High income","North America","United States",1995,"EduIr",103.58
"High income","North America","United States",1995,"EPIr",100
"High income","North America","United States",1995,"EFIr",100
"High income","North America","United States",1995,"ESGcompr",100.92
"High income","North America","United States",1996,"Urbanr",103.05
"High income","North America","United States",1996,"AgingPopr",100
"High income","North America","United States",1996,"FemLabr",102.26
"High income","North America","United States",1996,"Unemployr",80.88
"High income","North America","United States",1996,"GDPgr",200.03
"High income","North America","United States",1996,"GDPpcapr",125.45
"High income","North America","United States",1996,"FDIGDPr",101.27
"High income","North America","United States",1996,"FDIusdr",-147.48
"High income","North America","United States",1996,"HDIr",102.21
"High income","North America","United States",1996,"LEIr",101.76
"High income","North America","United States",1996,"IncIr",101.45
"High income","North America","United States",1996,"EduIr",103.34
"High income","North America","United States",1996,"EPIr",100.2
"High income","North America","United States",1996,"EFIr",100
"High income","North America","United States",1996,"ESGcompr",101.03
"High income","North America","United States",1997,"Urbanr",103.59
"High income","North America","United States",1997,"AgingPopr",99.21
"High income","North America","United States",1997,"FemLabr",102.71
"High income","North America","United States",1997,"Unemployr",73.53
"High income","North America","United States",1997,"GDPgr",235.81
"High income","North America","United States",1997,"GDPpcapr",131.69
"High income","North America","United States",1997,"FDIGDPr",119.22
"High income","North America","United States",1997,"FDIusdr",6.82
"High income","North America","United States",1997,"HDIr",102.5
"High income","North America","United States",1997,"LEIr",102
"High income","North America","United States",1997,"IncIr",101.9
"High income","North America","United States",1997,"EduIr",103.34
"High income","North America","United States",1997,"EPIr",100.28
"High income","North America","United States",1997,"EFIr",98.57
"High income","North America","United States",1997,"ESGcompr",100.72
"High income","North America","United States",1998,"Urbanr",104.12
"High income","North America","United States",1998,"AgingPopr",99.21
"High income","North America","United States",1998,"FemLabr",102.71
"High income","North America","United States",1998,"Unemployr",66.18
"High income","North America","United States",1998,"GDPgr",237.62
"High income","North America","United States",1998,"GDPpcapr",137.53
"High income","North America","United States",1998,"FDIGDPr",195.05
"High income","North America","United States",1998,"FDIusdr",322.32
"High income","North America","United States",1998,"HDIr",102.79
"High income","North America","United States",1998,"LEIr",102.35
"High income","North America","United States",1998,"IncIr",102.46
"High income","North America","United States",1998,"EduIr",103.34
"High income","North America","United States",1998,"EPIr",100.32
"High income","North America","United States",1998,"EFIr",98.31
"High income","North America","United States",1998,"ESGcompr",100.79
"High income","North America","United States",1999,"Urbanr",104.52
"High income","North America","United States",1999,"AgingPopr",98.41
"High income","North America","United States",1999,"FemLabr",102.71
"High income","North America","United States",1999,"Unemployr",61.76
"High income","North America","United States",1999,"GDPgr",252.03
"High income","North America","United States",1999,"GDPpcapr",144.48
"High income","North America","United States",1999,"FDIGDPr",271.6
"High income","North America","United States",1999,"FDIusdr",575.41
"High income","North America","United States",1999,"HDIr",102.91
"High income","North America","United States",1999,"LEIr",102.59
"High income","North America","United States",1999,"IncIr",103.13
"High income","North America","United States",1999,"EduIr",102.86
"High income","North America","United States",1999,"EPIr",100.28
"High income","North America","United States",1999,"EFIr",98.44
"High income","North America","United States",1999,"ESGcompr",100.9
"High income","North America","United States",2000,"Urbanr",105.05
"High income","North America","United States",2000,"AgingPopr",97.62
"High income","North America","United States",2000,"FemLabr",102.93
"High income","North America","United States",2000,"Unemployr",58.82
"High income","North America","United States",2000,"GDPgr",218.85
"High income","North America","United States",2000,"GDPpcapr",152.1
"High income","North America","United States",2000,"FDIGDPr",285.08
"High income","North America","United States",2000,"FDIusdr",1441.59
"High income","North America","United States",2000,"HDIr",102.44
"High income","North America","United States",2000,"LEIr",102.82
"High income","North America","United States",2000,"IncIr",103.58
"High income","North America","United States",2000,"EduIr",100.72
"High income","North America","United States",2000,"EPIr",100.37
"High income","North America","United States",2000,"EFIr",99.61
"High income","North America","United States",2000,"ESGcompr",101.06
"High income","North America","United States",2001,"Urbanr",105.18
"High income","North America","United States",2001,"AgingPopr",97.62
"High income","North America","United States",2001,"FemLabr",102.93
"High income","North America","United States",2001,"Unemployr",69.12
"High income","North America","United States",2001,"GDPgr",52.94
"High income","North America","United States",2001,"GDPpcapr",155.44
